factgrid-ubs_combining_criteria	wiki_combining_criteria	factgrid_id	ubs_id	wiki_id	factgrid_name	ubs_name	wiki_name	factgrid_desc	ubs_desc	wiki_desc	factgrid_ref	ubs_ref
			ID_1987ot			Naamite			descendant of Naaman; tribe of Benjamin			[(4, 1, 26, 1)]
	ubs names		ID_1990ot	Q6956559		Naamathite	Naamathite		inhabitant of Naamah	biblical character		[(18, 1, 2, 1), (18, 1, 11, 1), (18, 1, 20, 1), (18, 1, 42, 1)]
			ID_1995ot			Memphis			town; Egypt; = Memphis			[(23, 1, 19, 1), (24, 1, 2, 1), (24, 1, 44, 1), (24, 1, 46, 1), (24, 1, 46, 1), (26, 1, 30, 1), (26, 1, 30, 1), (28, 1, 9, 1)]
			ID_1997ot			Nephisim			family head; temple servants; after exile			[(15, 1, 2, 1)]
			ID_1998ot			Nephushesim			family head; temple servants; after exile			[(16, 1, 7, 1)]
			ID_2002ot			Nephtoah			location; territory of Judah, Benjamin			[(6, 1, 15, 1), (6, 1, 18, 1)]
			ID_2003ot			Naphtuhim			people; descendants of Mizraim			[(1, 1, 10, 1), (13, 1, 1, 1)]
			ID_2006ot			Nezib			town; territory of Judah			[(6, 1, 15, 1)]
			ID_2014ot			Nergal			deity of Cuth			[(12, 1, 17, 1)]
			ID_2027ot			Sabean			descendant of Seba			[(23, 1, 45, 1)]
			ID_2029ot			Sibraim			town; Syria			[(26, 1, 47, 1)]
			ID_2032ot			Sodom			town			[(1, 1, 10, 1), (1, 1, 13, 1), (1, 1, 13, 1), (1, 1, 13, 1), (1, 1, 14, 1), (1, 1, 14, 1), (1, 1, 14, 1), (1, 1, 14, 1), (1, 1, 14, 1), (1, 1, 14, 1), (1, 1, 14, 1), (1, 1, 14, 1), (1, 1, 18, 1), (1, 1, 18, 1), (1, 1, 18, 1), (1, 1, 18, 1), (1, 1, 19, 1), (1, 1, 19, 1), (1, 1, 19, 1), (1, 1, 19, 1), (5, 1, 29, 1), (5, 1, 32, 1), (23, 1, 1, 1), (23, 1, 1, 1), (24, 1, 23, 1), (24, 1, 49, 1), (24, 1, 50, 1), (25, 1, 4, 1), (26, 1, 16, 1), (26, 1, 16, 1), (26, 1, 16, 1), (26, 1, 16, 1), (26, 1, 16, 1), (26, 1, 16, 1), (30, 1, 4, 1), (36, 1, 2, 1)]
			ID_2037ot			Syene			town; Egypt; = Aswan			[(26, 1, 29, 1), (26, 1, 30, 1)]
			ID_2041ot			Suph			location in the wilderness			[(5, 1, 1, 1)]
			ID_2042ot			Suphah			location			[(4, 1, 21, 1)]
			ID_2043ot			Sur			temple gate			[(12, 1, 11, 1)]
			ID_2045ot			Sin			desert along route of exodus			[(2, 1, 16, 1), (2, 1, 17, 1), (4, 1, 33, 1), (4, 1, 33, 1)]
			ID_2047ot			Sinai			mountain, desert			[(2, 1, 16, 1), (2, 1, 19, 1), (2, 1, 19, 1), (2, 1, 19, 1), (2, 1, 19, 1), (2, 1, 19, 1), (2, 1, 19, 1), (2, 1, 24, 1), (2, 1, 31, 1), (2, 1, 34, 1), (2, 1, 34, 1), (2, 1, 34, 1), (2, 1, 34, 1), (3, 1, 7, 1), (3, 1, 25, 1), (3, 1, 26, 1), (3, 1, 27, 1), (4, 1, 1, 1), (4, 1, 1, 1), (4, 1, 3, 1), (4, 1, 3, 1), (4, 1, 3, 1), (4, 1, 9, 1), (4, 1, 9, 1), (4, 1, 10, 1), (4, 1, 26, 1), (4, 1, 28, 1), (4, 1, 33, 1), (4, 1, 33, 1), (5, 1, 33, 1), (7, 1, 5, 1), (16, 1, 9, 1), (19, 1, 68, 1), (19, 1, 68, 1)]
			ID_2048ot			Syene			location; possibly Syene, town in Egypt			[(23, 1, 49, 1)]
			ID_2050ot			Sia			family head; temple servants; after exile			[(16, 1, 7, 1)]
			ID_2053ot			Sakkuth			Assyrian deity; manifestation of Saturn			[(30, 1, 5, 1)]
			ID_2054ot			Succoth			town; territory of Gad			[(1, 1, 33, 1), (6, 1, 13, 1), (7, 1, 8, 1), (7, 1, 8, 1), (7, 1, 8, 1), (7, 1, 8, 1), (7, 1, 8, 1), (7, 1, 8, 1)]
			ID_2055ot			Succoth-Benoth			deity of Babylon			[(12, 1, 17, 1)]
			ID_2056ot			Sukkiim			people			[(14, 1, 12, 1)]
			ID_2058ot			Silla			village near Jerusalem			[(12, 1, 12, 1)]
			ID_2067ot			Rock of Escape			location; "Rock of Escape"; in desert of Judah			[(9, 1, 23, 1)]
			ID_2068ot			Sela			town; Edom			[(7, 1, 1, 1), (12, 1, 14, 1), (23, 1, 16, 1)]
			ID_2075ot			Seneh			rocky crag			[(9, 1, 14, 1)]
			ID_2077ot			Sennacherib			king of Assyria (704-681)			[(12, 1, 18, 1), (12, 1, 19, 1), (12, 1, 19, 1), (12, 1, 19, 1), (14, 1, 32, 1), (14, 1, 32, 1), (14, 1, 32, 1), (14, 1, 32, 1), (14, 1, 32, 1), (23, 1, 36, 1), (23, 1, 37, 1), (23, 1, 37, 1), (23, 1, 37, 1)]
			ID_2081ot			Sapf			descendant of Raphah			[(10, 1, 21, 1)]
			ID_2082ot			Sippai			descendant of Raphah			[(13, 1, 20, 1)]
			ID_2083ot			Sephar			location			[(1, 1, 10, 1)]
			ID_2085ot			Sepharad			location			[(31, 1, 1, 1)]
			ID_2087ot			Sepharvaim			town; conquered by king of Assyria			[(12, 1, 17, 1), (12, 1, 17, 1), (12, 1, 18, 1), (12, 1, 19, 1), (23, 1, 36, 1), (23, 1, 37, 1)]
			ID_2110ot			Hebrew; Ibri			descendant of Eber			[(1, 1, 14, 1), (1, 1, 39, 1), (1, 1, 39, 1), (1, 1, 40, 1), (1, 1, 41, 1), (1, 1, 43, 1), (2, 1, 1, 1), (2, 1, 1, 1), (2, 1, 1, 1), (2, 1, 2, 1), (2, 1, 2, 1), (2, 1, 2, 1), (2, 1, 2, 1), (2, 1, 3, 1), (2, 1, 5, 1), (2, 1, 7, 1), (2, 1, 9, 1), (2, 1, 9, 1), (2, 1, 10, 1), (2, 1, 21, 1), (5, 1, 15, 1), (9, 1, 4, 1), (9, 1, 4, 1), (9, 1, 13, 1), (9, 1, 13, 1), (9, 1, 13, 1), (9, 1, 14, 1), (9, 1, 14, 1), (9, 1, 29, 1), (24, 1, 34, 1), (24, 1, 34, 1), (32, 1, 1, 1)]
			ID_2112ot			Abronah			location along route of exodus			[(4, 1, 33, 1), (4, 1, 33, 1)]
			ID_2116ot			Eglon			town; territory of Judah			[(6, 1, 10, 1), (6, 1, 10, 1), (6, 1, 10, 1), (6, 1, 10, 1), (6, 1, 10, 1), (6, 1, 10, 1), (6, 1, 12, 1), (6, 1, 15, 1)]
			ID_2117ot			Eglath-Shelishiyah			location; Moab			[(23, 1, 15, 1), (24, 1, 48, 1)]
			ID_2128ot			Adithaim			town; territory of Judah			[(6, 1, 15, 1)]
			ID_2131ot			Adullamite			inhabitant of Adullam			[(1, 1, 38, 1), (1, 1, 38, 1), (1, 1, 38, 1)]
			ID_2142ot			Avva			town; conquered by king of Assyria			[(12, 1, 17, 1)]
			ID_2148ot			Avvim, Avva			town; territory of Benjamin			[(6, 1, 18, 1)]
			ID_2149ot			Avith			town in Edom			[(1, 1, 36, 1), (13, 1, 1, 1)]
			ID_2159ot			Gaza			town in Philistia			[(1, 1, 10, 1), (5, 1, 2, 1), (6, 1, 10, 1), (6, 1, 11, 1), (6, 1, 15, 1), (7, 1, 1, 1), (7, 1, 6, 1), (7, 1, 16, 1), (7, 1, 16, 1), (9, 1, 6, 1), (11, 1, 5, 1), (12, 1, 18, 1), (24, 1, 25, 1), (24, 1, 47, 1), (24, 1, 47, 1), (30, 1, 1, 1), (30, 1, 1, 1), (36, 1, 2, 1), (38, 1, 9, 1)]
			ID_2187ot			Gaza, Gazite			inhabitant of Gaza, town in Philistia			[(6, 1, 13, 1), (7, 1, 16, 1)]
			ID_2190ot			Ataroth-Addar			location; territory of Ephraim, Benjamin			[(6, 1, 16, 1), (6, 1, 18, 1)]
			ID_2191ot			Atroth Beth Joab			town; territory of Judah			[(13, 1, 2, 1)]
			ID_2192ot			Ataroth			town; territory of Gad			[(4, 1, 32, 1), (4, 1, 32, 1)]
			ID_2193ot			Atroth-Shophan			town; territory of Gad			[(4, 1, 32, 1)]
			ID_2196ot			Ayyah			town; territory of Ephraim			[(13, 1, 7, 1), (16, 1, 11, 1)]
			ID_2197ot			Ijon			town; territory of Naphtali			[(11, 1, 15, 1), (12, 1, 15, 1), (14, 1, 16, 1)]
			ID_2199ot			Etam			location; territory of Judah			[(7, 1, 15, 1), (7, 1, 15, 1), (13, 1, 4, 1), (14, 1, 11, 1)]
			ID_2200ot			Iye-Abarim			location along route of exodus			[(4, 1, 21, 1), (4, 1, 33, 1)]
			ID_2204ot			En-Gedi			town; territory of Judah			[(6, 1, 15, 1), (9, 1, 24, 1), (9, 1, 24, 1), (14, 1, 20, 1), (22, 1, 1, 1), (26, 1, 47, 1)]
			ID_2205ot			En-Gannim			town; territory of Judah			[(6, 1, 15, 1)]
			ID_2206ot			En-Dor			town; territory of Manasseh			[(6, 1, 17, 1), (9, 1, 28, 1), (19, 1, 83, 1)]
			ID_2207ot			En-Hakkore			location; on the boundary of Philistea			[(7, 1, 15, 1)]
			ID_2209ot			En-Hazor			fortified town; territory of Naphtali			[(6, 1, 19, 1)]
			ID_2210ot			En Mishpat			location; = Kadesh			[(1, 1, 14, 1)]
			ID_2211ot			En-Eglaim			location; near Dead Sea			[(26, 1, 47, 1)]
			ID_2212ot			En-Rogel			location; territory of Judah, Benjamin			[(6, 1, 15, 1), (6, 1, 18, 1), (10, 1, 17, 1), (11, 1, 1, 1)]
			ID_2213ot			En-Rimmon			town; for Levites; territory of Judah, Simeon			[(16, 1, 11, 1)]
			ID_2214ot			En-Shemesh			location; territory of Judah, Benjamin			[(6, 1, 15, 1), (6, 1, 18, 1)]
			ID_2215ot			En-Tappuah			location; territory of Manasseh			[(6, 1, 17, 1)]
			ID_2217ot			Enaim			town; territory of Judah			[(1, 1, 38, 1), (1, 1, 38, 1)]
			ID_2222ot			City of Salt			town; territory of Judah			[(6, 1, 15, 1)]
			ID_2224ot			Ir-Shemesh			location; territory of Dan			[(6, 1, 19, 1)]
			ID_2236ot			Acco			town; territory of Asher			[(7, 1, 1, 1)]
			ID_2249ot			Almon			town; for Levites; territory of Benjamin			[(6, 1, 21, 1)]
			ID_2251ot			Almon-Diblathaim			location along route of exodus			[(4, 1, 33, 1), (4, 1, 33, 1)]
			ID_2254ot			Ammon			son of Lot; = Ben-Ammi; people, land			[(1, 1, 19, 1), (4, 1, 21, 1), (5, 1, 2, 1), (5, 1, 2, 1), (5, 1, 2, 1), (5, 1, 3, 1), (6, 1, 12, 1), (6, 1, 13, 1), (6, 1, 13, 1), (7, 1, 3, 1), (7, 1, 10, 1), (7, 1, 10, 1), (7, 1, 10, 1), (7, 1, 10, 1), (7, 1, 10, 1), (7, 1, 10, 1), (7, 1, 11, 1), (7, 1, 11, 1), (7, 1, 11, 1), (7, 1, 11, 1), (7, 1, 11, 1), (7, 1, 11, 1), (7, 1, 11, 1), (7, 1, 11, 1), (7, 1, 11, 1), (7, 1, 11, 1), (7, 1, 11, 1), (7, 1, 11, 1), (7, 1, 11, 1), (7, 1, 11, 1), (7, 1, 11, 1), (7, 1, 11, 1), (7, 1, 11, 1), (7, 1, 12, 1), (7, 1, 12, 1), (7, 1, 12, 1), (9, 1, 11, 1), (9, 1, 12, 1), (9, 1, 14, 1), (10, 1, 8, 1), (10, 1, 10, 1), (10, 1, 10, 1), (10, 1, 10, 1), (10, 1, 10, 1), (10, 1, 10, 1), (10, 1, 10, 1), (10, 1, 10, 1), (10, 1, 10, 1), (10, 1, 10, 1), (10, 1, 11, 1), (10, 1, 12, 1), (10, 1, 12, 1), (11, 1, 11, 1), (11, 1, 11, 1), (12, 1, 23, 1), (12, 1, 24, 1), (13, 1, 18, 1), (13, 1, 19, 1), (13, 1, 19, 1), (13, 1, 19, 1), (13, 1, 19, 1), (13, 1, 19, 1), (13, 1, 19, 1), (13, 1, 19, 1), (13, 1, 19, 1), (13, 1, 19, 1), (13, 1, 19, 1), (13, 1, 20, 1), (13, 1, 20, 1), (14, 1, 20, 1), (14, 1, 20, 1), (14, 1, 20, 1), (14, 1, 20, 1), (14, 1, 27, 1), (19, 1, 83, 1), (23, 1, 11, 1), (24, 1, 9, 1), (24, 1, 25, 1), (24, 1, 27, 1), (24, 1, 40, 1), (24, 1, 40, 1), (24, 1, 41, 1), (24, 1, 41, 1), (24, 1, 49, 1), (24, 1, 49, 1), (26, 1, 21, 1), (26, 1, 25, 1), (26, 1, 25, 1), (26, 1, 25, 1), (26, 1, 25, 1), (27, 1, 11, 1), (30, 1, 1, 1), (36, 1, 2, 1)]
			ID_2255ot			Ammonite			descendant of Ammon			[(5, 1, 2, 1), (5, 1, 23, 1), (9, 1, 11, 1), (9, 1, 11, 1), (10, 1, 23, 1), (11, 1, 11, 1), (11, 1, 11, 1), (11, 1, 14, 1), (11, 1, 14, 1), (13, 1, 11, 1), (14, 1, 12, 1), (14, 1, 20, 1), (14, 1, 24, 1), (14, 1, 26, 1), (15, 1, 9, 1), (16, 1, 2, 1), (16, 1, 2, 1), (16, 1, 3, 1), (16, 1, 4, 1), (16, 1, 13, 1), (16, 1, 13, 1), (24, 1, 27, 1), (24, 1, 40, 1), (24, 1, 40, 1), (24, 1, 41, 1), (24, 1, 41, 1), (24, 1, 49, 1), (24, 1, 49, 1), (26, 1, 21, 1), (26, 1, 21, 1), (26, 1, 25, 1), (26, 1, 25, 1), (26, 1, 25, 1), (26, 1, 25, 1)]
			ID_2256ot			Amos			prophet; shepherd of Tekoa			[(30, 1, 1, 1), (30, 1, 7, 1), (30, 1, 7, 1), (30, 1, 7, 1), (30, 1, 7, 1), (30, 1, 7, 1), (30, 1, 8, 1)]
			ID_2265ot			Amalekite			descendant of Amalek, son of Esau			[(1, 1, 14, 1), (4, 1, 14, 1), (4, 1, 14, 1), (4, 1, 14, 1), (7, 1, 12, 1), (9, 1, 15, 1), (9, 1, 15, 1), (9, 1, 27, 1), (9, 1, 30, 1), (9, 1, 30, 1), (10, 1, 1, 1), (10, 1, 1, 1)]
	ubs names		ID_2266ot	Q4430779		Immanuel	Immanuel		man; his birth fortold by prophet Isaiah; "God with us"	A Hebrew name that appeared in the Book of Isaiah		[(23, 1, 7, 1)]
			ID_2269ot			Valley of Achor			valley; territory of Judah; near Jericho			[(6, 1, 7, 1), (6, 1, 7, 1), (6, 1, 15, 1), (23, 1, 65, 1), (28, 1, 2, 1)]
			ID_2270ot			Emek-Keziz			town; territory of Benjamin			[(6, 1, 18, 1)]
			ID_2274ot			Amramite			descendant of Amram; tribe of Levi			[(4, 1, 3, 1), (13, 1, 26, 1)]
			ID_2278ot			Anab			town; territory of Judah			[(6, 1, 11, 1), (6, 1, 15, 1)]
			ID_2293ot			Anakim			descendants of Anak, giant			[(5, 1, 1, 1), (5, 1, 2, 1), (5, 1, 2, 1), (5, 1, 2, 1), (5, 1, 9, 1), (6, 1, 11, 1), (6, 1, 11, 1), (6, 1, 14, 1), (6, 1, 14, 1), (24, 1, 47, 1)]
			ID_2303ot			Ephron			town; on the boundary between the territories of Ephraim and Benjamin			[(14, 1, 13, 1)]
			ID_2306ot			Ezem			town; territory of Simeon			[(6, 1, 15, 1), (6, 1, 19, 1), (13, 1, 4, 1)]
			ID_2307ot			Azmon			village; territory of in Judah			[(4, 1, 34, 1), (4, 1, 34, 1), (6, 1, 15, 1)]
			ID_2312ot			Ekron			town in Philistia			[(6, 1, 13, 1), (6, 1, 15, 1), (6, 1, 15, 1), (6, 1, 15, 1), (6, 1, 19, 1), (7, 1, 1, 1), (9, 1, 5, 1), (9, 1, 6, 1), (9, 1, 6, 1), (9, 1, 7, 1), (9, 1, 17, 1), (12, 1, 1, 1), (12, 1, 1, 1), (12, 1, 1, 1), (12, 1, 1, 1), (24, 1, 25, 1), (30, 1, 1, 1), (36, 1, 2, 1), (38, 1, 9, 1), (38, 1, 9, 1)]
			ID_2313ot			Ekronite			inhabitant of Ekron			[(6, 1, 13, 1), (9, 1, 5, 1)]
			ID_2316ot			Ar			town; Moab			[(4, 1, 21, 1), (4, 1, 21, 1), (5, 1, 2, 1), (5, 1, 2, 1), (5, 1, 2, 1), (23, 1, 15, 1)]
			ID_2317ot			Arabia			land; south-east of Israel			[(14, 1, 9, 1), (23, 1, 21, 1), (24, 1, 25, 1), (26, 1, 27, 1)]
			ID_2322ot			Arbathite			inhabitant of Arbah?			[(10, 1, 23, 1), (13, 1, 11, 1)]
			ID_2325ot			Aroer			town; territory of Reuben			[(4, 1, 32, 1), (5, 1, 2, 1), (5, 1, 3, 1), (5, 1, 4, 1), (6, 1, 12, 1), (6, 1, 13, 1), (6, 1, 13, 1), (10, 1, 24, 1), (12, 1, 10, 1), (13, 1, 5, 1), (24, 1, 48, 1)]
			ID_2326ot			Aroerite			inhabitant of Aroer			[(13, 1, 11, 1)]
			ID_2327ot			Eri(te)			son of Gad			[(1, 1, 46, 1), (4, 1, 26, 1)]
			ID_2331ot			Eran			man; tribe of Ephraim			[(4, 1, 26, 1)]
			ID_2332ot			Eranite			descendant of Eran; tribe of Ephraim			[(4, 1, 26, 1)]
			ID_2333ot			Aroer			town; territory of Reuben			[(7, 1, 11, 1)]
			ID_2344ot			Eshek			brother of Azel; tribe of Benjamin			[(13, 1, 8, 1)]
			ID_2345ot			Ashteroth-Karnaim			town; Bashan			[(1, 1, 14, 1)]
			ID_2349ot			Eth-Kazin			town; territory of Zebulon			[(6, 1, 19, 1)]
			ID_2353ot			Athach			town; territory of Judah			[(9, 1, 30, 1)]
			ID_2358ot			Eter			town; territory of Judah, Simeon			[(6, 1, 15, 1), (6, 1, 19, 1)]
			ID_2359ot			Paran			desert			[(1, 1, 21, 1), (4, 1, 10, 1), (4, 1, 12, 1), (4, 1, 13, 1), (4, 1, 13, 1), (5, 1, 1, 1), (5, 1, 33, 1), (9, 1, 25, 1), (11, 1, 11, 1), (35, 1, 3, 1)]
			ID_2367ot			Paddan			location			[(1, 1, 25, 1), (1, 1, 28, 1), (1, 1, 28, 1), (1, 1, 28, 1), (1, 1, 28, 1), (1, 1, 31, 1), (1, 1, 33, 1), (1, 1, 35, 1), (1, 1, 35, 1), (1, 1, 46, 1), (1, 1, 48, 1)]
			ID_2374ot			Pul			Tiglath-Pileser III; king of Assyria (744-727)			[(12, 1, 15, 1), (13, 1, 5, 1)]
			ID_2375ot			Punite			descendant of Puvah, son of Issachar			[(4, 1, 26, 1)]
			ID_2376ot			Punon			location along route of exodus			[(4, 1, 33, 1), (4, 1, 33, 1)]
			ID_2379ot			Puthite			clan of Kiriath-Jearim			[(13, 1, 2, 1)]
			ID_2383ot			Pi-Beseth			town; Egypt; = Bubastis			[(26, 1, 30, 1)]
			ID_2389ot			Pithon			son of Micah; tribe of Benjamin			[(13, 1, 8, 1), (13, 1, 9, 1)]
			ID_2390ot			Pochereth-Hazzebaim			family head; servants of Solomon; after exile			[(15, 1, 2, 1), (16, 1, 7, 1)]
			ID_2400ot			Paltiel			son of Azzan; chief; tribe of Issachar			[(4, 1, 34, 1)]
			ID_2407ot			Philistia			land			[(2, 1, 15, 1), (19, 1, 60, 1), (19, 1, 83, 1), (19, 1, 87, 1), (19, 2, 18, 1), (23, 1, 14, 1), (23, 1, 14, 1), (29, 1, 4, 1)]
			ID_2408ot			Philistine			inhabitant of Philistia			[(1, 1, 10, 1), (1, 1, 21, 1), (1, 1, 21, 1), (1, 1, 26, 1), (1, 1, 26, 1), (1, 1, 26, 1), (1, 1, 26, 1), (1, 1, 26, 1), (2, 1, 13, 1), (2, 1, 23, 1), (6, 1, 13, 1), (6, 1, 13, 1), (7, 1, 3, 1), (7, 1, 3, 1), (7, 1, 10, 1), (7, 1, 10, 1), (7, 1, 10, 1), (7, 1, 13, 1), (7, 1, 13, 1), (7, 1, 14, 1), (7, 1, 14, 1), (7, 1, 14, 1), (7, 1, 14, 1), (7, 1, 15, 1), (7, 1, 15, 1), (7, 1, 15, 1), (7, 1, 15, 1), (7, 1, 15, 1), (7, 1, 15, 1), (7, 1, 15, 1), (7, 1, 15, 1), (7, 1, 16, 1), (7, 1, 16, 1), (7, 1, 16, 1), (7, 1, 16, 1), (7, 1, 16, 1), (7, 1, 16, 1), (7, 1, 16, 1), (7, 1, 16, 1), (7, 1, 16, 1), (7, 1, 16, 1), (7, 1, 16, 1), (7, 1, 16, 1), (9, 1, 4, 1), (9, 1, 4, 1), (9, 1, 4, 1), (9, 1, 4, 1), (9, 1, 4, 1), (9, 1, 4, 1), (9, 1, 4, 1), (9, 1, 4, 1), (9, 1, 5, 1), (9, 1, 5, 1), (9, 1, 5, 1), (9, 1, 5, 1), (9, 1, 6, 1), (9, 1, 6, 1), (9, 1, 6, 1), (9, 1, 6, 1), (9, 1, 6, 1), (9, 1, 6, 1), (9, 1, 6, 1), (9, 1, 6, 1), (9, 1, 7, 1), (9, 1, 7, 1), (9, 1, 7, 1), (9, 1, 7, 1), (9, 1, 7, 1), (9, 1, 7, 1), (9, 1, 7, 1), (9, 1, 9, 1), (9, 1, 10, 1), (9, 1, 12, 1), (9, 1, 13, 1), (9, 1, 13, 1), (9, 1, 13, 1), (9, 1, 13, 1), (9, 1, 13, 1), (9, 1, 13, 1), (9, 1, 13, 1), (9, 1, 13, 1), (9, 1, 13, 1), (9, 1, 13, 1), (9, 1, 14, 1), (9, 1, 14, 1), (9, 1, 14, 1), (9, 1, 14, 1), (9, 1, 14, 1), (9, 1, 14, 1), (9, 1, 14, 1), (9, 1, 14, 1), (9, 1, 14, 1), (9, 1, 14, 1), (9, 1, 14, 1), (9, 1, 14, 1), (9, 1, 14, 1), (9, 1, 17, 1), (9, 1, 17, 1), (9, 1, 17, 1), (9, 1, 17, 1), (9, 1, 17, 1), (9, 1, 17, 1), (9, 1, 17, 1), (9, 1, 17, 1), (9, 1, 17, 1), (9, 1, 17, 1), (9, 1, 17, 1), (9, 1, 17, 1), (9, 1, 17, 1), (9, 1, 17, 1), (9, 1, 17, 1), (9, 1, 17, 1), (9, 1, 17, 1), (9, 1, 17, 1), (9, 1, 17, 1), (9, 1, 17, 1), (9, 1, 17, 1), (9, 1, 17, 1), (9, 1, 17, 1), (9, 1, 17, 1), (9, 1, 17, 1), (9, 1, 17, 1), (9, 1, 17, 1), (9, 1, 17, 1), (9, 1, 17, 1), (9, 1, 17, 1), (9, 1, 17, 1), (9, 1, 17, 1), (9, 1, 17, 1), (9, 1, 18, 1), (9, 1, 18, 1), (9, 1, 18, 1), (9, 1, 18, 1), (9, 1, 18, 1), (9, 1, 18, 1), (9, 1, 19, 1), (9, 1, 19, 1), (9, 1, 21, 1), (9, 1, 22, 1), (9, 1, 23, 1), (9, 1, 23, 1), (9, 1, 23, 1), (9, 1, 23, 1), (9, 1, 23, 1), (9, 1, 23, 1), (9, 1, 23, 1), (9, 1, 24, 1), (9, 1, 27, 1), (9, 1, 27, 1), (9, 1, 27, 1), (9, 1, 28, 1), (9, 1, 28, 1), (9, 1, 28, 1), (9, 1, 28, 1), (9, 1, 28, 1), (9, 1, 29, 1), (9, 1, 29, 1), (9, 1, 29, 1), (9, 1, 29, 1), (9, 1, 29, 1), (9, 1, 29, 1), (9, 1, 29, 1), (9, 1, 30, 1), (9, 1, 31, 1), (9, 1, 31, 1), (9, 1, 31, 1), (9, 1, 31, 1), (9, 1, 31, 1), (9, 1, 31, 1), (10, 1, 1, 1), (10, 1, 3, 1), (10, 1, 3, 1), (10, 1, 5, 1), (10, 1, 5, 1), (10, 1, 5, 1), (10, 1, 5, 1), (10, 1, 5, 1), (10, 1, 5, 1), (10, 1, 8, 1), (10, 1, 8, 1), (10, 1, 19, 1), (10, 1, 21, 1), (10, 1, 21, 1), (10, 1, 21, 1), (10, 1, 21, 1), (10, 1, 21, 1), (10, 1, 21, 1), (10, 1, 23, 1), (10, 1, 23, 1), (10, 1, 23, 1), (10, 1, 23, 1), (10, 1, 23, 1), (10, 1, 23, 1), (10, 1, 23, 1), (11, 1, 5, 1), (11, 1, 15, 1), (11, 1, 16, 1), (12, 1, 8, 1), (12, 1, 8, 1), (12, 1, 18, 1), (13, 1, 1, 1), (13, 1, 10, 1), (13, 1, 10, 1), (13, 1, 10, 1), (13, 1, 10, 1), (13, 1, 10, 1), (13, 1, 10, 1), (13, 1, 11, 1), (13, 1, 11, 1), (13, 1, 11, 1), (13, 1, 11, 1), (13, 1, 11, 1), (13, 1, 12, 1), (13, 1, 14, 1), (13, 1, 14, 1), (13, 1, 14, 1), (13, 1, 14, 1), (13, 1, 14, 1), (13, 1, 14, 1), (13, 1, 18, 1), (13, 1, 18, 1), (13, 1, 20, 1), (13, 1, 20, 1), (14, 1, 9, 1), (14, 1, 17, 1), (14, 1, 21, 1), (14, 1, 26, 1), (14, 1, 26, 1), (14, 1, 28, 1), (19, 1, 56, 1), (23, 1, 2, 1), (23, 1, 9, 1), (23, 1, 11, 1), (24, 1, 25, 1), (24, 1, 47, 1), (24, 1, 47, 1), (26, 1, 16, 1), (26, 1, 16, 1), (26, 1, 25, 1), (26, 1, 25, 1), (30, 1, 1, 1), (30, 1, 6, 1), (30, 1, 9, 1), (31, 1, 1, 1), (36, 1, 2, 1), (38, 1, 9, 1)]
			ID_2410ot			Pelethite			name of David's royal guard			[(10, 1, 8, 1), (10, 1, 15, 1), (10, 1, 20, 1), (10, 1, 20, 1), (11, 1, 1, 1), (11, 1, 1, 1), (13, 1, 18, 1)]
			ID_2414ot			Pas-Dammim			location; territory of Judah			[(13, 1, 11, 1)]
			ID_2415ot			Pisgah			one of mountains of Abarim			[(4, 1, 21, 1), (4, 1, 23, 1), (5, 1, 3, 1), (5, 1, 3, 1), (5, 1, 4, 1), (5, 1, 34, 1), (6, 1, 12, 1), (6, 1, 13, 1)]
			ID_2420ot			Pau			location			[(1, 1, 36, 1), (13, 1, 1, 1)]
			ID_2421ot			Peor			mountain; Moab			[(4, 1, 23, 1)]
			ID_2426ot			Pekod			region; Babylonia			[(24, 1, 50, 1), (26, 1, 23, 1)]
			ID_2437ot			Peruda			family head; servants of Solomon; after exile			[(15, 1, 2, 1)]
			ID_2439ot			Parvaim			location; Arabia			[(14, 1, 3, 1)]
			ID_2440ot			Perizzite			people			[(1, 1, 13, 1), (1, 1, 15, 1), (1, 1, 34, 1), (2, 1, 3, 1), (2, 1, 3, 1), (2, 1, 23, 1), (2, 1, 33, 1), (2, 1, 34, 1), (5, 1, 7, 1), (5, 1, 20, 1), (6, 1, 3, 1), (6, 1, 9, 1), (6, 1, 11, 1), (6, 1, 12, 1), (6, 1, 17, 1), (6, 1, 24, 1), (7, 1, 1, 1), (7, 1, 1, 1), (7, 1, 3, 1), (11, 1, 9, 1), (14, 1, 8, 1), (15, 1, 9, 1), (16, 1, 9, 1)]
			ID_2445ot			Persia, Persian			people, land			[(14, 1, 36, 1), (14, 1, 36, 1), (14, 1, 36, 1), (14, 1, 36, 1), (15, 1, 1, 1), (15, 1, 1, 1), (15, 1, 2, 1), (15, 1, 3, 1), (15, 1, 4, 1), (15, 1, 4, 1), (15, 1, 4, 1), (15, 1, 4, 1), (15, 1, 4, 1), (15, 1, 6, 1), (15, 1, 7, 1), (15, 1, 9, 1), (17, 1, 1, 1), (17, 1, 1, 1), (17, 1, 1, 1), (17, 1, 1, 1), (17, 1, 10, 1), (26, 1, 27, 1), (26, 1, 38, 1), (27, 1, 5, 1), (27, 1, 6, 1), (27, 1, 6, 1), (27, 1, 6, 1), (27, 1, 8, 1), (27, 1, 10, 1), (27, 1, 10, 1), (27, 1, 10, 1), (27, 1, 10, 1), (27, 1, 11, 1)]
